연번,조사기관(자료회신기관),업소명,품목명,품목기준코드,품목구분,제조/수입,전문/일반,조사 항목,,,,,,,해당 품목 자료 작성자 정보,,
,,,,,,,,"부작용피해구제 안내문구 표시 여부
(포장, 용기, 첨부문서 중 일부라도 표시한 경우, O)
(포장, 용기, 첨부문서 어느 곳에도 전혀 표시하지 않은 경우, X)","피해구제 표준도안 사용여부
(포장, 용기, 첨부문서 중 일부라도 표시한 경우, O)
(포장, 용기, 첨부문서 어느 곳에도 전혀 표시하지 않은 경우, X)",표시위치,"구체적인 표시 문구
(포장, 용기, 첨부문서 각각)","미표시 사유
(포장, 용기, 첨부문서 어느 곳에도 전혀 표시하지 않은 경우만 작성)","향후 표시 계획(시기)
(포장, 용기, 첨부문서 어느 곳에도 전혀 표시하지 않은 경우만 작성)",건의사항,이름,전화번호,이메일주소
1238,한국바이오의약품협회,에이치케이이노엔(주),이노엔5%포도당주사액,199101311,의약품,제조,전문의약품,,,,,,,,,,
1239,한국바이오의약품협회,에이치케이이노엔(주),이노엔10%포도당주사액,199101312,의약품,제조,전문의약품,,,,,,,,,,
1240,한국바이오의약품협회,에이치케이이노엔(주),이노엔20%포도당주사액,199101313,의약품,제조,전문의약품,,,,,,,,,,
1241,한국바이오의약품협회,에이치케이이노엔(주),이노엔5%포도당생리식염주사액,199101315,의약품,제조,전문의약품,,,,,,,,,,
1242,한국바이오의약품협회,에이치케이이노엔(주),이노엔염화나트륨-포도당(1:2)주사액,199101316,의약품,제조,전문의약품,,,,,,,,,,
1243,한국바이오의약품협회,에이치케이이노엔(주),이노엔염화나트륨-포도당(1:3)주사액,199101317,의약품,제조,전문의약품,,,,,,,,,,
1244,한국바이오의약품협회,에이치케이이노엔(주),이노엔염화나트륨-포도당(1:4)주사액,199101318,의약품,제조,전문의약품,,,,,,,,,,
1245,한국바이오의약품협회,에이치케이이노엔(주),이노엔주사용수,199101325,의약품,제조,전문의약품,,,,,,,,,,
1246,한국바이오의약품협회,에이치케이이노엔(주),이노엔5%포도당나트륨칼륨주1,199101327,의약품,제조,전문의약품,,,,,,,,,,
1247,한국바이오의약품협회,에이치케이이노엔(주),이노엔5%포도당나트륨칼륨주2,199101328,의약품,제조,전문의약품,,,,,,,,,,
1248,한국바이오의약품협회,에이치케이이노엔(주),이노엔5%포도당나트륨칼륨주3,199101329,의약품,제조,전문의약품,,,,,,,,,,
1249,한국바이오의약품협회,에이치케이이노엔(주),이노엔생리식염관주액,199101331,의약품,제조,전문의약품,,,,,,,,,,
1250,한국바이오의약품협회,에이치케이이노엔(주),이노엔20%만니톨주사액,199101334,의약품,제조,전문의약품,,,,,,,,,,
1251,한국바이오의약품협회,에이치케이이노엔(주),이노엔15%만니톨주사액,199101335,의약품,제조,전문의약품,,,,,,,,,,
1252,한국바이오의약품협회,에이치케이이노엔(주),이노엔0.9%생리식염주사액,199101336,의약품,제조,전문의약품,,,,,,,,,,
1253,한국바이오의약품협회,에이치케이이노엔(주),이노엔0.45%생리식염주사액,199101337,의약품,제조,전문의약품,,,,,,,,,,
1254,한국바이오의약품협회,에이치케이이노엔(주),이노엔5%과당주사액,199101338,의약품,제조,전문의약품,,,,,,,,,,
1255,한국바이오의약품협회,에이치케이이노엔(주),이노엔세포탁심나트륨주0.5그램(수출명:세포린주0.5그램),199201354,의약품,제조,전문의약품,,,,,,,,,,
1256,한국바이오의약품협회,에이치케이이노엔(주),"이노엔세포탁심나트륨주1그램(수출명:세포린주1그램,세포포린주1그램)",199201355,의약품,제조,전문의약품,,,,,,,,,,
1257,한국바이오의약품협회,에이치케이이노엔(주),이노엔세포탁심나트륨주2그램(수출명:세포린주2그램),199201356,의약품,제조,전문의약품,,,,,,,,,,
1258,한국바이오의약품협회,에이치케이이노엔(주),이노엔하트만-디액,199201366,의약품,제조,전문의약품,,,,,,,,,,
1259,한국바이오의약품협회,에이치케이이노엔(주),이노엔10%후라바솔주,199201368,의약품,제조,전문의약품,,,,,,,,,,
1260,한국바이오의약품협회,에이치케이이노엔(주),유로솔액,199201369,의약품,제조,전문의약품,,,,,,,,,,
1261,한국바이오의약품협회,에이치케이이노엔(주),이노엔하트만액,199201370,의약품,제조,전문의약품,,,,,,,,,,
1262,한국바이오의약품협회,에이치케이이노엔(주),이노엔8.5%후라바솔주,199201373,의약품,제조,전문의약품,,,,,,,,,,
1263,한국바이오의약품협회,에이치케이이노엔(주),바난정(세프포독심프록세틸),199300168,의약품,제조,전문의약품,,,,,,,,,,
1264,한국바이오의약품협회,에이치케이이노엔(주),메바로친정10밀리그램(프라바스타틴나트륨),199300175,의약품,제조,전문의약품,,,,,,,,,,
1265,한국바이오의약품협회,에이치케이이노엔(주),이노엔세프트리악손주0.5그램(수출명:트렉소핀주0.5그램),199301524,의약품,제조,전문의약품,,,,,,,,,,
1266,한국바이오의약품협회,에이치케이이노엔(주),이노엔세프트리악손주1그램(수출명:트렉소핀주1그램),199301526,의약품,제조,전문의약품,,,,,,,,,,
1267,한국바이오의약품협회,에이치케이이노엔(주),세파짐주1그램(세프타지딤수화물),199301527,의약품,제조,전문의약품,,,,,,,,,,
1268,한국바이오의약품협회,에이치케이이노엔(주),이노엔디에스엘1:2:3주사액,199301536,의약품,제조,전문의약품,,,,,,,,,,
1269,한국바이오의약품협회,에이치케이이노엔(주),사이톱신주(시프로플록사신),199301538,의약품,제조,전문의약품,,,,,,,,,,
1270,한국바이오의약품협회,에이치케이이노엔(주),리바후라민주,199301539,의약품,제조,전문의약품,,,,,,,,,,
1271,한국바이오의약품협회,에이치케이이노엔(주),후라바솔헤파주,199301540,의약품,제조,전문의약품,,,,,,,,,,
1272,한국바이오의약품협회,에이치케이이노엔(주),이노엔세프트리악손주2g(세프트리악손나트륨수화물)(수출명: 트렉소핀주2g),199400086,의약품,제조,전문의약품,,,,,,,,,,
1273,한국바이오의약품협회,에이치케이이노엔(주),바난건조시럽50밀리그램(역가)/5ml(세프포독심프록세틸),199400094,의약품,제조,전문의약품,,,,,,,,,,
1274,한국바이오의약품협회,에이치케이이노엔(주),헤르벤서방캡슐180밀리그램(딜티아젬염산염),199400095,의약품,제조,전문의약품,,,,,,,,,,
1275,한국바이오의약품협회,에이치케이이노엔(주),베이슨정0.2밀리그램(보글리보스),199501072,의약품,제조,전문의약품,,,,,,,,,,
1276,한국바이오의약품협회,에이치케이이노엔(주),베이슨정0.3밀리그램(보글리보스),199501073,의약품,제조,전문의약품,,,,,,,,,,
1277,한국바이오의약품협회,에이치케이이노엔(주),플라스마솔루션에이주,199501086,의약품,제조,전문의약품,,,,,,,,,,
1278,한국바이오의약품협회,에이치케이이노엔(주),솔레톤정(잘토프로펜),199701525,의약품,제조,전문의약품,,,,,,,,,,
1279,한국바이오의약품협회,에이치케이이노엔(주),이노엔반코마이신염산염주1그램,199801381,의약품,제조,전문의약품,,,,,,,,,,
1280,한국바이오의약품협회,에이치케이이노엔(주),캄토프주(이리노테칸염산염),200101326,의약품,제조,전문의약품,,,,,,,,,,
1281,한국바이오의약품협회,에이치케이이노엔(주),이노엔염산도파민프리믹스80mg주,200101331,의약품,제조,전문의약품,,,,,,,,,,
1282,한국바이오의약품협회,에이치케이이노엔(주),이노엔염산도파민프리믹스160mg주,200101332,의약품,제조,전문의약품,,,,,,,,,,
1283,한국바이오의약품협회,에이치케이이노엔(주),이노엔염산도파민프리믹스320mg주,200101333,의약품,제조,전문의약품,,,,,,,,,,
1284,한국바이오의약품협회,에이치케이이노엔(주),메바로친정20밀리그램(프라바스타틴나트륨),200200143,의약품,제조,전문의약품,,,,,,,,,,
1285,한국바이오의약품협회,에이치케이이노엔(주),타포신주(테이코플라닌),200201200,의약품,제조,전문의약품,,,,,,,,,,
1286,한국바이오의약품협회,에이치케이이노엔(주),심바스타정20밀리그램(심바스타틴),200201201,의약품,제조,전문의약품,,,,,,,,,,
1287,한국바이오의약품협회,에이치케이이노엔(주),이노엔도부타민프리믹스100㎎주,200201205,의약품,제조,전문의약품,,,,,,,,,,
1288,한국바이오의약품협회,에이치케이이노엔(주),이노엔도부타민프리믹스200㎎주,200201206,의약품,제조,전문의약품,,,,,,,,,,
1289,한국바이오의약품협회,에이치케이이노엔(주),이노엔도파믹스주200,200201226,의약품,제조,전문의약품,,,,,,,,,,
1290,한국바이오의약품협회,에이치케이이노엔(주),글리원정2밀리그램(글리메피리드),200301128,의약품,제조,전문의약품,,,,,,,,,,
1291,한국바이오의약품협회,에이치케이이노엔(주),심바스타정40밀리그램(심바스타틴),200301131,의약품,제조,전문의약품,,,,,,,,,,
1292,한국바이오의약품협회,에이치케이이노엔(주),크레메진세립(구형흡착탄),200401539,의약품,제조,전문의약품,,,,,,,,,,
1293,한국바이오의약품협회,에이치케이이노엔(주),이노엔레보플록사신주,200401544,의약품,제조,전문의약품,,,,,,,,,,
1294,한국바이오의약품협회,에이치케이이노엔(주),탐로스타서방정0.2밀리그램(탐스로신염산염),200401547,의약품,제조,전문의약품,,,,,,,,,,
1295,한국바이오의약품협회,에이치케이이노엔(주),암로스타정5밀리그램(암로디핀아디프산염),200401548,의약품,제조,전문의약품,,,,,,,,,,
1296,한국바이오의약품협회,에이치케이이노엔(주),에이페질정10밀리그램(도네페질염산염수화물),200501384,의약품,제조,전문의약품,,,,,,,,,,
1297,한국바이오의약품협회,에이치케이이노엔(주),안플레이드정100밀리그램(사르포그렐레이트염산염),200611039,의약품,제조,전문의약품,,,,,,,,,,
1298,한국바이오의약품협회,에이치케이이노엔(주),에포카인프리필드주10000유니트/밀리리터(재조합인에리스로포이에틴),200702454,생물의약품,제조,전문의약품,,,,,,,,,,
1299,한국바이오의약품협회,에이치케이이노엔(주),에포카인프리필드주1000유니트/0.5밀리리터(재조합인에리스로포이에틴),200702458,생물의약품,제조,전문의약품,,,,,,,,,,
1300,한국바이오의약품협회,에이치케이이노엔(주),에포카인프리필드주2000유니트/0.5밀리리터(재조합인에리스로포이에틴),200702459,생물의약품,제조,전문의약품,,,,,,,,,,
1301,한국바이오의약품협회,에이치케이이노엔(주),라베원정10밀리그램(라베프라졸나트륨),200703171,의약품,제조,전문의약품,,,,,,,,,,
1302,한국바이오의약품협회,에이치케이이노엔(주),라베원정20밀리그램(라베프라졸나트륨),200703173,의약품,제조,전문의약품,,,,,,,,,,
1303,한국바이오의약품협회,에이치케이이노엔(주),프로칼린정50밀리그램(비칼루타미드),200703394,의약품,제조,전문의약품,,,,,,,,,,
1304,한국바이오의약품협회,에이치케이이노엔(주),젝사트론엑스엘정(알푸조신염산염),200708589,의약품,제조,전문의약품,,,,,,,,,,
1305,한국바이오의약품협회,에이치케이이노엔(주),타포신주400밀리그램(테이코플라닌),200709021,의약품,제조,전문의약품,,,,,,,,,,
1306,한국바이오의약품협회,에이치케이이노엔(주),토스트렉스겔2%(테스토스테론),200711304,의약품,수입,전문의약품,,,,,,,,,,
1307,한국바이오의약품협회,에이치케이이노엔(주),알록시주(팔로노세트론염산염),200711681,의약품,수입,전문의약품,,,,,,,,,,
1308,한국바이오의약품협회,에이치케이이노엔(주),자알린정5밀리그램(레보세티리진염산염),200713032,의약품,제조,전문의약품,,,,,,,,,,
1309,한국바이오의약품협회,에이치케이이노엔(주),"아로포틴프리필드주 2000IU(사람에리스로포이에틴, 유전자재조합)",200713703,생물의약품,제조,전문의약품,,,,,,,,,,
1310,한국바이오의약품협회,에이치케이이노엔(주),"아로포틴프리필드주 4000IU(사람에리스로포이에틴, 유전자재조합)",200713704,생물의약품,제조,전문의약품,,,,,,,,,,
1311,한국바이오의약품협회,에이치케이이노엔(주),글리원정 4밀리그램(글리메피리드),200802788,의약품,제조,전문의약품,,,,,,,,,,
1312,한국바이오의약품협회,에이치케이이노엔(주),렉슬러정10밀리그램(에스시탈로프람옥살산염),200802853,의약품,제조,전문의약품,,,,,,,,,,
1313,한국바이오의약품협회,에이치케이이노엔(주),유토펜정,200805752,의약품,제조,전문의약품,,,,,,,,,,
1314,한국바이오의약품협회,에이치케이이노엔(주),유토펜세미정,200805812,의약품,제조,전문의약품,,,,,,,,,,
1315,한국바이오의약품협회,에이치케이이노엔(주),모사원정5밀리그램(모사프리드시트르산염수화물),200805944,의약품,제조,전문의약품,,,,,,,,,,
1316,한국바이오의약품협회,에이치케이이노엔(주),이노엔치옥트산에이치알정600밀리그램(티옥트산),200805991,의약품,제조,전문의약품,,,,,,,,,,
1317,한국바이오의약품협회,에이치케이이노엔(주),에이자트씨알정25밀리그램(파록세틴염산염수화물),200806022,의약품,제조,전문의약품,,,,,,,,,,
1318,한국바이오의약품협회,에이치케이이노엔(주),에이자트씨알정12.5밀리그램(파록세틴염산염수화물),200806300,의약품,제조,전문의약품,,,,,,,,,,
1319,한국바이오의약품협회,에이치케이이노엔(주),이노엔아벨탄정150밀리그램(이르베사르탄),200808562,의약품,제조,전문의약품,,,,,,,,,,
1320,한국바이오의약품협회,에이치케이이노엔(주),에이페질에프디정5밀리그램(도네페질염산염수화물),200809902,의약품,제조,전문의약품,,,,,,,,,,
1321,한국바이오의약품협회,에이치케이이노엔(주),이노엔세포배양건조두창백신주,200812039,생물의약품,제조,전문의약품,,,,,,,,,,
1322,한국바이오의약품협회,에이치케이이노엔(주),헵큐어정10밀리그램(아데포비어디피복실),201003206,의약품,제조,전문의약품,,,,,,,,,,
1323,한국바이오의약품협회,에이치케이이노엔(주),에이프렉사정10밀리그램(올란자핀),201004538,의약품,제조,전문의약품,,,,,,,,,,
